TRACT_NAME,GEOID,STATE,COUNTY,TRACT,MEDIAN_RENT,MEDIAN_INCOME,POP_TOTAL,POP_WHITE
Census Tract 4001; Alameda County; California,06001400100,06,001,400100,3501,250001,3094,2107
Census Tract 5047; Santa Clara County; California,06085504700,06,085,504700,3501,186042,707,296
Census Tract 5048.02; Santa Clara County; California,06085504802,06,085,504802,2985,128875,4859,1054
Census Tract 5048.05; Santa Clara County; California,06085504805,06,085,504805,3477,147851,7647,2335
Census Tract 5048.06; Santa Clara County; California,06085504806,06,085,504806,3501,140096,2748,631
Census Tract 5048.07; Santa Clara County; California,06085504807,06,085,504807,3501,222625,5856,1310
Census Tract 5048.08; Santa Clara County; California,06085504808,06,085,504808,1732,111274,2104,346
Census Tract 5049.02; Santa Clara County; California,06085504902,06,085,504902,3391,232625,4444,817
Census Tract 5049.03; Santa Clara County; California,06085504903,06,085,504903,3326,221250,5404,916
Census Tract 5050.06; Santa Clara County; California,06085505006,06,085,505006,3267,223900,11354,1866
Census Tract 5050.07; Santa Clara County; California,06085505007,06,085,505007,3165,155167,4191,906
Census Tract 5050.10; Santa Clara County; California,06085505010,06,085,505010,3501,201917,4558,724
Census Tract 5050.11; Santa Clara County; California,06085505011,06,085,505011,3216,181375,4917,1085
Census Tract 5050.12; Santa Clara County; California,06085505012,06,085,505012,3501,208088,2549,768
Census Tract 5050.13; Santa Clara County; California,06085505013,06,085,505013,3264,209656,5573,818
Census Tract 5050.14; Santa Clara County; California,06085505014,06,085,505014,2913,145857,6342,851
Census Tract 5050.15; Santa Clara County; California,06085505015,06,085,505015,3337,181151,5134,933
Census Tract 5051; Santa Clara County; California,06085505100,06,085,505100,2210,108539,3920,807
Census Tract 5052.02; Santa Clara County; California,06085505202,06,085,505202,3154,138438,8473,2028
Census Tract 5052.03; Santa Clara County; California,06085505203,06,085,505203,3014,118021,5557,2484
Census Tract 5053.01; Santa Clara County; California,06085505301,06,085,505301,3337,187759,5118,1069
Census Tract 5053.02; Santa Clara County; California,06085505302,06,085,505302,3303,184125,4796,1498
Census Tract 5053.03; Santa Clara County; California,06085505303,06,085,505303,2445,140536,5699,1383
Census Tract 5053.04; Santa Clara County; California,06085505304,06,085,505304,3501,216550,3746,966
Census Tract 5053.05; Santa Clara County; California,06085505305,06,085,505305,2894,219000,5531,2068
Census Tract 5054.01; Santa Clara County; California,06085505401,06,085,505401,3019,158350,6681,1416
Census Tract 5054.02; Santa Clara County; California,06085505402,06,085,505402,2615,161845,2942,763
Census Tract 5054.03; Santa Clara County; California,06085505403,06,085,505403,2998,172679,8568,1643
Census Tract 5055; Santa Clara County; California,06085505500,06,085,505500,2473,150282,4621,1922
Census Tract 5056; Santa Clara County; California,06085505600,06,085,505600,2266,117269,4666,2310
Census Tract 5057; Santa Clara County; California,06085505700,06,085,505700,2472,118203,5368,1799
Census Tract 5058; Santa Clara County; California,06085505800,06,085,505800,2717,147955,3851,1827
Census Tract 5059.01; Santa Clara County; California,06085505901,06,085,505901,2616,180156,4028,1875
Census Tract 5059.02; Santa Clara County; California,06085505902,06,085,505902,2341,117125,3950,1729
Census Tract 5060; Santa Clara County; California,06085506000,06,085,506000,3162,191783,4905,1923
Census Tract 5061.01; Santa Clara County; California,06085506101,06,085,506101,2498,169167,4707,1740
Census Tract 5061.02; Santa Clara County; California,06085506102,06,085,506102,3501,182424,4502,1432
Census Tract 5061.03; Santa Clara County; California,06085506103,06,085,506103,3200,222014,5217,1236
Census Tract 5062.02; Santa Clara County; California,06085506202,06,085,506202,2648,183773,8346,2281
Census Tract 5062.03; Santa Clara County; California,06085506203,06,085,506203,2450,119301,6256,933
Census Tract 5062.04; Santa Clara County; California,06085506204,06,085,506204,3183,182717,5746,1252
Census Tract 5063.01; Santa Clara County; California,06085506301,06,085,506301,2447,122404,4717,1697
Census Tract 5063.02; Santa Clara County; California,06085506302,06,085,506302,3127,188705,6352,2739
Census Tract 5063.04; Santa Clara County; California,06085506304,06,085,506304,2431,114188,6034,1320
Census Tract 5063.05; Santa Clara County; California,06085506305,06,085,506305,2162,97589,5615,1537
Census Tract 5064.01; Santa Clara County; California,06085506401,06,085,506401,2941,166667,4945,2032
Census Tract 5064.02; Santa Clara County; California,06085506402,06,085,506402,2423,117337,5242,1970
Census Tract 5065.02; Santa Clara County; California,06085506502,06,085,506502,3030,156354,4897,2628
Census Tract 5065.03; Santa Clara County; California,06085506503,06,085,506503,2271,112045,6477,2583
Census Tract 5065.04; Santa Clara County; California,06085506504,06,085,506504,2194,87143,2665,202
Census Tract 5065.05; Santa Clara County; California,06085506505,06,085,506505,2275,118019,4360,1005
Census Tract 5066.01; Santa Clara County; California,06085506601,06,085,506601,2174,128214,4081,1524
Census Tract 5066.03; Santa Clara County; California,06085506603,06,085,506603,3501,250001,4336,1832
Census Tract 5066.04; Santa Clara County; California,06085506604,06,085,506604,2852,186250,6966,2552
Census Tract 5066.05; Santa Clara County; California,06085506605,06,085,506605,2349,137663,4277,1585
Census Tract 5066.06; Santa Clara County; California,06085506606,06,085,506606,2442,119604,4900,1751
Census Tract 5067.01; Santa Clara County; California,06085506701,06,085,506701,3226,195972,4400,1643
Census Tract 5067.02; Santa Clara County; California,06085506702,06,085,506702,2814,124167,5698,2572
Census Tract 5067.03; Santa Clara County; California,06085506703,06,085,506703,2804,177404,3915,1719
Census Tract 5068.01; Santa Clara County; California,06085506801,06,085,506801,2929,244286,6233,3946
Census Tract 5068.02; Santa Clara County; California,06085506802,06,085,506802,2719,205147,5705,2546
Census Tract 5068.03; Santa Clara County; California,06085506803,06,085,506803,3049,195741,7027,3295
Census Tract 5068.04; Santa Clara County; California,06085506804,06,085,506804,3501,216364,4403,2591
Census Tract 5069; Santa Clara County; California,06085506900,06,085,506900,3501,216484,8156,5695
Census Tract 5070.02; Santa Clara County; California,06085507002,06,085,507002,2857,250001,3417,2659
Census Tract 5070.03; Santa Clara County; California,06085507003,06,085,507003,3312,250001,3047,2043
Census Tract 5070.04; Santa Clara County; California,06085507004,06,085,507004,2823,170919,3711,2693
Census Tract 5071; Santa Clara County; California,06085507100,06,085,507100,2426,163828,3006,2238
Census Tract 5072.03; Santa Clara County; California,06085507203,06,085,507203,2996,225691,3239,1680
Census Tract 5072.05; Santa Clara County; California,06085507205,06,085,507205,3429,236386,4571,2881
Census Tract 5072.06; Santa Clara County; California,06085507206,06,085,507206,3501,250001,2690,1713
Census Tract 5073.01; Santa Clara County; California,06085507301,06,085,507301,3078,236482,6588,2470
Census Tract 5073.02; Santa Clara County; California,06085507302,06,085,507302,3501,250001,2552,1481
Census Tract 5074.01; Santa Clara County; California,06085507401,06,085,507401,3501,250001,5712,1283
Census Tract 5074.02; Santa Clara County; California,06085507402,06,085,507402,3278,239375,3961,1702
Census Tract 5075; Santa Clara County; California,06085507500,06,085,507500,3501,200833,5814,1556
Census Tract 5076; Santa Clara County; California,06085507600,06,085,507600,3501,250001,6134,2030
Census Tract 5077.01; Santa Clara County; California,06085507701,06,085,507701,3501,217891,3464,804
Census Tract 5077.02; Santa Clara County; California,06085507702,06,085,507702,3501,250001,6500,1051
Census Tract 5077.04; Santa Clara County; California,06085507704,06,085,507704,3501,176328,3431,1038
Census Tract 5077.05; Santa Clara County; California,06085507705,06,085,507705,3340,250001,3913,959
Census Tract 5078.05; Santa Clara County; California,06085507805,06,085,507805,3402,218520,5010,1219
Census Tract 5078.06; Santa Clara County; California,06085507806,06,085,507806,3415,193571,5840,685
Census Tract 5078.07; Santa Clara County; California,06085507807,06,085,507807,3431,250001,3197,492
Census Tract 5078.08; Santa Clara County; California,06085507808,06,085,507808,3501,250001,5786,829
Census Tract 5079.03; Santa Clara County; California,06085507903,06,085,507903,3501,220000,5159,889
Census Tract 5079.04; Santa Clara County; California,06085507904,06,085,507904,3501,250001,3050,419
Census Tract 5079.05; Santa Clara County; California,06085507905,06,085,507905,2388,134906,6368,1042
Census Tract 5079.06; Santa Clara County; California,06085507906,06,085,507906,3501,250001,4443,636
Census Tract 5080.03; Santa Clara County; California,06085508003,06,085,508003,3501,189861,2224,617
Census Tract 5080.04; Santa Clara County; California,06085508004,06,085,508004,3111,249097,5987,1219
Census Tract 5080.05; Santa Clara County; California,06085508005,06,085,508005,3501,206711,3630,1002
Census Tract 5080.06; Santa Clara County; California,06085508006,06,085,508006,3501,215446,3993,759
Census Tract 5081.01; Santa Clara County; California,06085508101,06,085,508101,3501,250001,6712,1741
Census Tract 5081.02; Santa Clara County; California,06085508102,06,085,508102,3425,222872,3491,909
Census Tract 5082.03; Santa Clara County; California,06085508203,06,085,508203,3501,250001,5590,2086
Census Tract 5082.04; Santa Clara County; California,06085508204,06,085,508204,3501,250001,4839,1210
Census Tract 5082.05; Santa Clara County; California,06085508205,06,085,508205,3019,205893,3840,792
Census Tract 5082.06; Santa Clara County; California,06085508206,06,085,508206,3386,239840,3940,1366
Census Tract 5083.01; Santa Clara County; California,06085508301,06,085,508301,3271,250001,4537,2048
Census Tract 5083.03; Santa Clara County; California,06085508303,06,085,508303,3501,216042,2663,946
Census Tract 5083.05; Santa Clara County; California,06085508305,06,085,508305,2555,118889,5531,741
Census Tract 5083.06; Santa Clara County; California,06085508306,06,085,508306,3501,246023,3038,932
Census Tract 5084.01; Santa Clara County; California,06085508401,06,085,508401,3501,213344,8281,2590
Census Tract 5084.03; Santa Clara County; California,06085508403,06,085,508403,3501,250001,3315,1654
Census Tract 5084.04; Santa Clara County; California,06085508404,06,085,508404,3501,182917,6374,2674
Census Tract 5085.03; Santa Clara County; California,06085508503,06,085,508503,2780,166235,6058,1308
Census Tract 5085.05; Santa Clara County; California,06085508505,06,085,508505,3221,214583,4893,1552
Census Tract 5085.07; Santa Clara County; California,06085508507,06,085,508507,2789,199881,3336,788
Census Tract 5085.08; Santa Clara County; California,06085508508,06,085,508508,2682,141667,5871,1391
Census Tract 5085.09; Santa Clara County; California,06085508509,06,085,508509,2974,165676,4110,1006
Census Tract 5085.10; Santa Clara County; California,06085508510,06,085,508510,2719,141029,3239,508
Census Tract 5086.01; Santa Clara County; California,06085508601,06,085,508601,3237,234375,3860,980
Census Tract 5086.02; Santa Clara County; California,06085508602,06,085,508602,3253,169340,5764,2346
Census Tract 5087.05; Santa Clara County; California,06085508705,06,085,508705,3276,196613,4422,1293
Census Tract 5087.06; Santa Clara County; California,06085508706,06,085,508706,3131,200792,4239,1120
Census Tract 5087.07; Santa Clara County; California,06085508707,06,085,508707,2626,181333,3826,881
Census Tract 5087.08; Santa Clara County; California,06085508708,06,085,508708,3501,250001,5781,1044
Census Tract 5088; Santa Clara County; California,06085508800,06,085,508800,2899,146940,3590,691
Census Tract 5089; Santa Clara County; California,06085508900,06,085,508900,2666,152841,4685,753
Census Tract 5090.01; Santa Clara County; California,06085509001,06,085,509001,2462,118953,2809,558
Census Tract 5090.02; Santa Clara County; California,06085509002,06,085,509002,3220,146932,4033,564
Census Tract 5091.02; Santa Clara County; California,06085509102,06,085,509102,2990,199809,4565,1271
Census Tract 5091.06; Santa Clara County; California,06085509106,06,085,509106,2898,155608,4100,1531
Census Tract 5091.07; Santa Clara County; California,06085509107,06,085,509107,2817,165213,5071,649
Census Tract 5091.08; Santa Clara County; California,06085509108,06,085,509108,2510,178636,4468,1165
Census Tract 5091.09; Santa Clara County; California,06085509109,06,085,509109,3411,219091,6750,2019
Census Tract 5091.10; Santa Clara County; California,06085509110,06,085,509110,3501,201852,3202,1543
Census Tract 5091.11; Santa Clara County; California,06085509111,06,085,509111,2707,113990,4539,1387
Census Tract 5092.01; Santa Clara County; California,06085509201,06,085,509201,2938,172150,5420,2748
Census Tract 5092.02; Santa Clara County; California,06085509202,06,085,509202,2617,197159,3830,1833
Census Tract 5093.02; Santa Clara County; California,06085509302,06,085,509302,3129,184875,3466,1458
Census Tract 5093.03; Santa Clara County; California,06085509303,06,085,509303,2661,182344,3604,1428
Census Tract 5093.04; Santa Clara County; California,06085509304,06,085,509304,3053,181806,2951,1117
Census Tract 5094.01; Santa Clara County; California,06085509401,06,085,509401,2644,150195,4396,1619
Census Tract 5094.03; Santa Clara County; California,06085509403,06,085,509403,2906,168869,4625,1574
Census Tract 5094.04; Santa Clara County; California,06085509404,06,085,509404,3501,195294,6208,2059
Census Tract 5095; Santa Clara County; California,06085509500,06,085,509500,2872,148750,5682,1958
Census Tract 5096; Santa Clara County; California,06085509600,06,085,509600,3392,193024,3625,1416
Census Tract 5097; Santa Clara County; California,06085509700,06,085,509700,3159,222596,3009,1505
Census Tract 5098.01; Santa Clara County; California,06085509801,06,085,509801,2464,169071,5975,2419
Census Tract 5098.02; Santa Clara County; California,06085509802,06,085,509802,2728,214261,3015,1217
Census Tract 5099.01; Santa Clara County; California,06085509901,06,085,509901,3501,250001,2649,1654
Census Tract 5099.02; Santa Clara County; California,06085509902,06,085,509902,2607,250001,5056,2344
Census Tract 5100.01; Santa Clara County; California,06085510001,06,085,510001,3501,250001,5990,3313
Census Tract 5100.02; Santa Clara County; California,06085510002,06,085,510002,3501,250001,4094,1821
Census Tract 5101; Santa Clara County; California,06085510100,06,085,510100,3501,248333,2865,1386
Census Tract 5102; Santa Clara County; California,06085510200,06,085,510200,3501,250001,4598,2667
Census Tract 5103; Santa Clara County; California,06085510300,06,085,510300,3501,250001,4756,2565
Census Tract 5104; Santa Clara County; California,06085510400,06,085,510400,3501,250001,3692,1573
Census Tract 5105; Santa Clara County; California,06085510500,06,085,510500,3501,250001,4637,2331
Census Tract 5106; Santa Clara County; California,06085510600,06,085,510600,2918,160972,6458,2607
Census Tract 5107; Santa Clara County; California,06085510700,06,085,510700,2792,185000,4871,1934
Census Tract 5108.01; Santa Clara County; California,06085510801,06,085,510801,3501,250001,5276,1755
Census Tract 5108.02; Santa Clara County; California,06085510802,06,085,510802,3501,250001,2044,1149
Census Tract 5108.03; Santa Clara County; California,06085510803,06,085,510803,2667,250001,3352,1489
Census Tract 5109; Santa Clara County; California,06085510900,06,085,510900,3203,169083,4991,2289
Census Tract 5110; Santa Clara County; California,06085511000,06,085,511000,3501,250001,7252,2703
Census Tract 5111; Santa Clara County; California,06085511100,06,085,511100,3501,250001,5437,2539
Census Tract 5112; Santa Clara County; California,06085511200,06,085,511200,3501,250001,4877,2771
Census Tract 5113.01; Santa Clara County; California,06085511301,06,085,511301,2608,233864,4036,2307
Census Tract 5113.02; Santa Clara County; California,06085511302,06,085,511302,3019,133594,3438,2078
Census Tract 5114; Santa Clara County; California,06085511400,06,085,511400,3501,250001,3745,1944
Census Tract 5115.01; Santa Clara County; California,06085511501,06,085,511501,3084,165000,4517,2521
Census Tract 5115.02; Santa Clara County; California,06085511502,06,085,511502,,250001,3341,2189
Census Tract 5116.08; Santa Clara County; California,06085511608,06,085,511608,1682,44861,3234,1100
Census Tract 5116.09; Santa Clara County; California,06085511609,06,085,511609,3501,144575,3356,1673
Census Tract 5117.01; Santa Clara County; California,06085511701,06,085,511701,3501,239435,4469,2593
Census Tract 5117.02; Santa Clara County; California,06085511702,06,085,511702,3501,250001,3100,1667
Census Tract 5117.04; Santa Clara County; California,06085511704,06,085,511704,3501,250001,4344,1830
Census Tract 5117.05; Santa Clara County; California,06085511705,06,085,511705,2466,250001,2086,1317
Census Tract 5117.07; Santa Clara County; California,06085511707,06,085,511707,2872,221923,3250,1914
Census Tract 5118; Santa Clara County; California,06085511800,06,085,511800,2384,198458,4650,3584
Census Tract 5119.05; Santa Clara County; California,06085511905,06,085,511905,3501,250001,3052,1378
Census Tract 5119.07; Santa Clara County; California,06085511907,06,085,511907,3501,250001,4114,1308
Census Tract 5119.10; Santa Clara County; California,06085511910,06,085,511910,3501,250001,3121,1673
Census Tract 5119.11; Santa Clara County; California,06085511911,06,085,511911,1777,162321,4871,2718
Census Tract 5119.12; Santa Clara County; California,06085511912,06,085,511912,3501,245054,5455,1870
Census Tract 5119.13; Santa Clara County; California,06085511913,06,085,511913,3501,250001,4554,2744
Census Tract 5119.14; Santa Clara County; California,06085511914,06,085,511914,2595,243836,6319,2926
Census Tract 5119.15; Santa Clara County; California,06085511915,06,085,511915,2194,97266,3994,1104
Census Tract 5119.16; Santa Clara County; California,06085511916,06,085,511916,2123,187891,4358,1973
Census Tract 5119.17; Santa Clara County; California,06085511917,06,085,511917,3501,250001,4467,1660
Census Tract 5119.18; Santa Clara County; California,06085511918,06,085,511918,,241923,3408,1398
Census Tract 5120.01; Santa Clara County; California,06085512001,06,085,512001,3501,193636,6215,1263
Census Tract 5120.05; Santa Clara County; California,06085512005,06,085,512005,2415,184808,6866,2907
Census Tract 5120.19; Santa Clara County; California,06085512019,06,085,512019,3176,133438,4407,1609
Census Tract 5120.21; Santa Clara County; California,06085512021,06,085,512021,3352,150179,5889,1920
Census Tract 5120.22; Santa Clara County; California,06085512022,06,085,512022,2446,95571,6277,1129
Census Tract 5120.23; Santa Clara County; California,06085512023,06,085,512023,2462,114000,5431,1012
Census Tract 5120.24; Santa Clara County; California,06085512024,06,085,512024,2023,134784,5056,1955
Census Tract 5120.25; Santa Clara County; California,06085512025,06,085,512025,3501,216711,3008,1240
Census Tract 5120.26; Santa Clara County; California,06085512026,06,085,512026,2818,131850,3627,661
Census Tract 5120.27; Santa Clara County; California,06085512027,06,085,512027,2842,125152,4130,1677
Census Tract 5120.29; Santa Clara County; California,06085512029,06,085,512029,3501,183125,7939,3498
Census Tract 5120.30; Santa Clara County; California,06085512030,06,085,512030,3268,188571,2917,1284
Census Tract 5120.31; Santa Clara County; California,06085512031,06,085,512031,3501,188487,4277,1834
Census Tract 5120.32; Santa Clara County; California,06085512032,06,085,512032,3501,167860,3544,1138
Census Tract 5120.34; Santa Clara County; California,06085512034,06,085,512034,3501,163462,2958,1152
Census Tract 5120.35; Santa Clara County; California,06085512035,06,085,512035,3501,198500,4642,1205
Census Tract 5120.36; Santa Clara County; California,06085512036,06,085,512036,3284,134386,4766,1538
Census Tract 5120.37; Santa Clara County; California,06085512037,06,085,512037,3501,177578,3024,981
Census Tract 5120.38; Santa Clara County; California,06085512038,06,085,512038,2599,99357,3191,567
Census Tract 5120.39; Santa Clara County; California,06085512039,06,085,512039,2105,137619,5954,607
Census Tract 5120.42; Santa Clara County; California,06085512042,06,085,512042,1857,131806,2930,172
Census Tract 5120.43; Santa Clara County; California,06085512043,06,085,512043,1887,70000,5515,612
Census Tract 5120.45; Santa Clara County; California,06085512045,06,085,512045,3501,194375,5320,2254
Census Tract 5120.47; Santa Clara County; California,06085512047,06,085,512047,3271,171474,5304,2702
Census Tract 5120.52; Santa Clara County; California,06085512052,06,085,512052,3204,119076,4451,1663
Census Tract 5120.53; Santa Clara County; California,06085512053,06,085,512053,2534,116667,4996,1811
Census Tract 5120.54; Santa Clara County; California,06085512054,06,085,512054,2591,120136,4074,857
Census Tract 5120.55; Santa Clara County; California,06085512055,06,085,512055,3153,118500,3314,399
Census Tract 5120.56; Santa Clara County; California,06085512056,06,085,512056,2322,119241,3453,633
Census Tract 5120.57; Santa Clara County; California,06085512057,06,085,512057,3501,143831,4566,647
Census Tract 5120.58; Santa Clara County; California,06085512058,06,085,512058,2855,113680,5584,1083
Census Tract 5120.59; Santa Clara County; California,06085512059,06,085,512059,2866,163375,6970,2544
Census Tract 5121; Santa Clara County; California,06085512100,06,085,512100,2225,97417,1729,422
Census Tract 5122; Santa Clara County; California,06085512200,06,085,512200,3501,245065,5191,2567
Census Tract 5123.05; Santa Clara County; California,06085512305,06,085,512305,2824,228583,4289,1923
Census Tract 5123.07; Santa Clara County; California,06085512307,06,085,512307,1750,149531,6804,2859
Census Tract 5123.08; Santa Clara County; California,06085512308,06,085,512308,3501,238021,8336,4435
Census Tract 5123.09; Santa Clara County; California,06085512309,06,085,512309,2189,194280,4954,2668
Census Tract 5123.10; Santa Clara County; California,06085512310,06,085,512310,1900,98263,5549,1075
Census Tract 5123.11; Santa Clara County; California,06085512311,06,085,512311,3501,149545,4083,1432
Census Tract 5123.12; Santa Clara County; California,06085512312,06,085,512312,3200,200758,3515,1493
Census Tract 5123.13; Santa Clara County; California,06085512313,06,085,512313,2610,108542,3868,1108
Census Tract 5123.14; Santa Clara County; California,06085512314,06,085,512314,2090,114762,7199,2365
Census Tract 5124.01; Santa Clara County; California,06085512401,06,085,512401,1824,194107,4511,1796
Census Tract 5124.02; Santa Clara County; California,06085512402,06,085,512402,2321,145788,6010,2610
Census Tract 5125.05; Santa Clara County; California,06085512505,06,085,512505,2287,101809,7683,1212
Census Tract 5125.09; Santa Clara County; California,06085512509,06,085,512509,3330,158173,7731,1516
Census Tract 5125.10; Santa Clara County; California,06085512510,06,085,512510,2449,109902,7035,2633
Census Tract 5125.11; Santa Clara County; California,06085512511,06,085,512511,1513,120250,4949,1551
Census Tract 5125.12; Santa Clara County; California,06085512512,06,085,512512,2915,119837,3963,1107
Census Tract 5125.13; Santa Clara County; California,06085512513,06,085,512513,1465,92594,3829,461
Census Tract 5125.14; Santa Clara County; California,06085512514,06,085,512514,2131,118333,2873,282
Census Tract 5125.15; Santa Clara County; California,06085512515,06,085,512515,3501,174355,4905,2335
Census Tract 5125.16; Santa Clara County; California,06085512516,06,085,512516,3501,156714,4042,1466
Census Tract 5126.02; Santa Clara County; California,06085512602,06,085,512602,2195,152063,3385,1184
Census Tract 5126.03; Santa Clara County; California,06085512603,06,085,512603,1955,95769,4915,322
Census Tract 5126.04; Santa Clara County; California,06085512604,06,085,512604,2322,83702,4736,641
Census Tract 5130; Santa Clara County; California,06085513000,06,085,513000,1941,52386,11383,4882
Census Tract 5135; Santa Clara County; California,06085513500,06,085,513500,2681,128438,1157,726
Census Tract 2501.03; Solano County; California,06095250103,06,095,250103,2027,114028,4691,971
Census Tract 2501.04; Solano County; California,06095250104,06,095,250104,3082,89000,2163,535
Census Tract 2501.05; Solano County; California,06095250105,06,095,250105,2428,113361,7453,831
Census Tract 2501.06; Solano County; California,06095250106,06,095,250106,3058,171635,3646,755
Census Tract 2502; Solano County; California,06095250200,06,095,250200,2009,80167,4395,836
Census Tract 2503; Solano County; California,06095250300,06,095,250300,2220,83229,3710,1079
Census Tract 2504; Solano County; California,06095250400,06,095,250400,2090,88904,3763,1265
Census Tract 2505.01; Solano County; California,06095250501,06,095,250501,1422,99455,2542,1090
Census Tract 2505.02; Solano County; California,06095250502,06,095,250502,1452,104803,3116,969
Census Tract 2506.01; Solano County; California,06095250601,06,095,250601,2246,98438,5000,660
Census Tract 2506.04; Solano County; California,06095250604,06,095,250604,2669,129081,3975,705
Census Tract 2506.05; Solano County; California,06095250605,06,095,250605,2974,143095,4088,1403
Census Tract 2507.01; Solano County; California,06095250701,06,095,250701,2086,57935,3315,311
Census Tract 2508.01; Solano County; California,06095250801,06,095,250801,2118,108373,4764,1149
Census Tract 2509; Solano County; California,06095250900,06,095,250900,1117,46179,2830,386
Census Tract 2510; Solano County; California,06095251000,06,095,251000,1403,54269,2069,701
Census Tract 2511; Solano County; California,06095251100,06,095,251100,2076,79925,2876,694
Census Tract 2512; Solano County; California,06095251200,06,095,251200,2143,78797,3163,529
Census Tract 2513; Solano County; California,06095251300,06,095,251300,2130,99294,3038,1672
Census Tract 2514; Solano County; California,06095251400,06,095,251400,1755,86211,5820,2411
Census Tract 2515; Solano County; California,06095251500,06,095,251500,1830,55449,3586,732
Census Tract 2516; Solano County; California,06095251600,06,095,251600,1824,56132,2743,719
Census Tract 2517.01; Solano County; California,06095251701,06,095,251701,1740,61346,3500,1008
Census Tract 2517.02; Solano County; California,06095251702,06,095,251702,2013,82074,2874,471
Census Tract 2518.02; Solano County; California,06095251802,06,095,251802,1212,31671,3054,576
Census Tract 2518.03; Solano County; California,06095251803,06,095,251803,2417,94625,4875,657
Census Tract 2518.04; Solano County; California,06095251804,06,095,251804,2524,113264,3200,331
Census Tract 2519.01; Solano County; California,06095251901,06,095,251901,2163,78681,5717,1215
Census Tract 2519.02; Solano County; California,06095251902,06,095,251902,2389,101233,5584,357
Census Tract 2519.03; Solano County; California,06095251903,06,095,251903,2715,91135,5514,388
Census Tract 2520; Solano County; California,06095252000,06,095,252000,1829,95804,4293,3182
Census Tract 2521.02; Solano County; California,06095252102,06,095,252102,1723,102770,4048,1950
Census Tract 2521.03; Solano County; California,06095252103,06,095,252103,1972,92500,6004,1219
Census Tract 2521.04; Solano County; California,06095252104,06,095,252104,3068,163490,5704,2777
Census Tract 2521.05; Solano County; California,06095252105,06,095,252105,2134,138103,3129,1892
Census Tract 2521.06; Solano County; California,06095252106,06,095,252106,2554,117917,4544,2745
Census Tract 2521.07; Solano County; California,06095252107,06,095,252107,2750,109327,3362,1801
Census Tract 2521.08; Solano County; California,06095252108,06,095,252108,2541,171143,2928,1874
Census Tract 2522.03; Solano County; California,06095252203,06,095,252203,3200,139250,4284,1618
Census Tract 2522.04; Solano County; California,06095252204,06,095,252204,3210,190079,5588,2330
Census Tract 2522.05; Solano County; California,06095252205,06,095,252205,2596,161311,8609,2179
Census Tract 2522.06; Solano County; California,06095252206,06,095,252206,3501,161875,5846,2031
Census Tract 2523.05; Solano County; California,06095252305,06,095,252305,2654,120759,5962,2593
Census Tract 2523.06; Solano County; California,06095252306,06,095,252306,2058,117386,3007,1196
Census Tract 2523.10; Solano County; California,06095252310,06,095,252310,3501,143571,3169,1804
Census Tract 2523.11; Solano County; California,06095252311,06,095,252311,2809,150217,4289,1189
Census Tract 2523.12; Solano County; California,06095252312,06,095,252312,2573,86875,3304,1440
Census Tract 2523.13; Solano County; California,06095252313,06,095,252313,2384,101173,4770,2052
Census Tract 2523.14; Solano County; California,06095252314,06,095,252314,2325,96750,4520,1224
Census Tract 2523.15; Solano County; California,06095252315,06,095,252315,2867,129044,4093,1303
Census Tract 2523.16; Solano County; California,06095252316,06,095,252316,2277,113125,4386,1045
Census Tract 2523.17; Solano County; California,06095252317,06,095,252317,2969,144924,13035,2901
Census Tract 2524.01; Solano County; California,06095252401,06,095,252401,2060,77195,4802,1006
Census Tract 2524.02; Solano County; California,06095252402,06,095,252402,1768,76198,5486,962
Census Tract 2525.01; Solano County; California,06095252501,06,095,252501,1639,51184,2995,845
Census Tract 2525.02; Solano County; California,06095252502,06,095,252502,1641,80484,1757,344
Census Tract 2526.04; Solano County; California,06095252604,06,095,252604,2076,87364,3761,748
Census Tract 2526.05; Solano County; California,06095252605,06,095,252605,2012,69315,5755,1053
Census Tract 2526.06; Solano County; California,06095252606,06,095,252606,1564,61096,6016,861
Census Tract 2526.07; Solano County; California,06095252607,06,095,252607,2064,56263,3836,976
Census Tract 2526.08; Solano County; California,06095252608,06,095,252608,1792,87905,4313,591
Census Tract 2526.10; Solano County; California,06095252610,06,095,252610,2253,82616,3042,822
Census Tract 2526.11; Solano County; California,06095252611,06,095,252611,2035,96623,3849,363
Census Tract 2527.02; Solano County; California,06095252702,06,095,252702,1572,68500,7169,1595
Census Tract 2527.03; Solano County; California,06095252703,06,095,252703,2343,89444,4093,725
Census Tract 2527.04; Solano County; California,06095252704,06,095,252704,2143,87045,5387,1119
Census Tract 2527.05; Solano County; California,06095252705,06,095,252705,2330,110739,6115,1494
Census Tract 2527.06; Solano County; California,06095252706,06,095,252706,2804,125833,4113,814
Census Tract 2527.07; Solano County; California,06095252707,06,095,252707,1861,86830,4460,1300
Census Tract 2528.01; Solano County; California,06095252801,06,095,252801,3050,81912,2785,1255
Census Tract 2528.02; Solano County; California,06095252802,06,095,252802,2939,93194,1048,578
Census Tract 2529.03; Solano County; California,06095252903,06,095,252903,1738,133531,4668,3035
Census Tract 2529.04; Solano County; California,06095252904,06,095,252904,2415,107491,8433,4377
Census Tract 2529.08; Solano County; California,06095252908,06,095,252908,2266,97750,3813,1747
Census Tract 2529.09; Solano County; California,06095252909,06,095,252909,2805,146528,5437,2634
